pubmed_id,author_rank,affiliation
37742016,3,"Department of Nephrology and Immunology, Children's Hospital of Soochow University, No. 303, Jingde Road, Suzhou, 215003, Jiangsu, China."
37742016,4,"Department of Nephrology and Immunology, Children's Hospital of Soochow University, No. 303, Jingde Road, Suzhou, 215003, Jiangsu, China."
37742016,5,"Department of Nephrology and Immunology, Children's Hospital of Soochow University, No. 303, Jingde Road, Suzhou, 215003, Jiangsu, China."
37741816,8,"Infection Immunology Group, Institute of Medical Microbiology and Hospital Hygiene, Health Campus Immunology, Infectiology and Inflammation, Otto-von-Guericke University, Magdeburg, Germany."
37741816,8,"Immune Regulation Group, Helmholtz Centre for Infection Research, Braunschweig, Germany."
37741816,9,"Genome Analytics, Helmholtz Centre for Infection Research, Braunschweig, Germany."
37741816,10,"Department of Anaesthesiology and Intensive Care Medicine, University Hospital, Otto-von-Guericke-University, Magdeburg, Germany."
37741816,11,"Department of Otorhinolaryngology, Head and Neck Surgery, University Hospital, Otto-von-Guericke University, Magdeburg, Germany."
37741816,11,"Justus-Liebig-University Gießen, University Hospital of Gießen and Marburg (UKGM), Gießen Campus, Department of Otorhinolaryngology, Head/Neck Surgery and Plastic Surgery, Gießen, Germany."
37741816,12,"Department of Experimental Paediatrics, University Hospital, Otto-von-Guericke University, Magdeburg, Germany. Monika.Brunner-Weinzierl@med.ovgu.de."
37596843,0,"Department of Gastroenterology and Hepatology, Nagoya University Graduate School of Medicine, Nagoya, Japan."
37596843,1,"Department of Emergency and Critical Care Medicine, Nagoya University Graduate School of Medicine, Nagoya, Japan."
37596843,2,"Liver Center, Saga University Hospital, Saga, Japan."
37596843,3,"Department of Hepatology, Graduate School of Medicine, Osaka Metropolitan University, Osaka, Japan."
37596843,4,"Division of Gastroenterology and Hepatology, Yokohama City University Graduate School of Medicine, Yokohama, Japan."
37596843,5,"Department of Gastroenterology and Hepatology, Gifu Municipal Hospital, Gifu, Japan."
37596843,6,"Department of Gastroenterology, Ogaki Municipal Hospital, Ogaki, Japan."
37596843,7,"Liver Center, Saga University Hospital, Saga, Japan."
37596843,7,"Department of Laboratory Medicine, Saga University Hospital, Saga, Japan."
37596843,8,"Department of Gastroenterology, JA Hiroshima Kouseiren General Hospital, Hiroshima, Japan."
37596843,8,"Hyogo Life Care Clinic Hiroshima, Hiroshima, Japan."
37596843,9,"Department of General Internal Medicine 2, Kawasaki Medical Center, Kawasaki Medical School, Okayama, Japan."
37596843,10,"Department of Gastroenterology and Neurology, Faculty of Medicine, Kagawa University, Takamatsu, Japan."
37596843,11,"Department of Gastroenterology and Hepatology, Kochi Medical School, Kochi, Japan."
37596843,12,"Hepatology Division, Department of Internal Medicine II, Hamamatsu University School of Medicine, Shizuoka, Japan."
37596843,13,"Division of Gastroenterology, Department of Medicine, Kurume University School of Medicine, Kurume, Japan."
37596843,14,"Division of Metabolism and Biosystemic Science, Gastroenterology, and Hematology/Oncology, Asahikawa Medical University, Asahikawa, Japan."
37596843,15,"First Department of Internal Medicine, University of the Ryukyus Hospital, Okinawa, Japan."
37596843,16,"Division of Hepatology, Shimane University Hospital, Izumo, Japan."
37596843,17,"Department of Gastroenterology and Hepatology, Suita Municipal Hospital, Osaka, Japan."
37596843,18,"Department of Gastroenterology and Hepatology, Suita Municipal Hospital, Osaka, Japan."
37596843,19,"Division of Hepatology, Shimane University Hospital, Izumo, Japan."
37596843,20,"First Department of Internal Medicine, University of the Ryukyus Hospital, Okinawa, Japan."
37596843,21,"Division of Gastroenterology, Department of Medicine, Kurume University School of Medicine, Kurume, Japan."
37596843,22,"Hepatology Division, Department of Internal Medicine II, Hamamatsu University School of Medicine, Shizuoka, Japan."
37596843,23,"Division of Innovative Medicine for Hepatobiliary and Pancreatology, Faculty of Medicine, Kagawa University, Takamatsu, Japan."
37596843,24,"Department of Gastroenterology and Neurology, Faculty of Medicine, Kagawa University, Takamatsu, Japan."
37596843,25,"Department of Gastroenterology, Ogaki Municipal Hospital, Ogaki, Japan."
37596843,26,"Department of Gastroenterology and Hepatology, Gifu Municipal Hospital, Gifu, Japan."
37741761,0,"Department of Quantitative Health Sciences, John A. Burns School of Medicine, University of Hawaii at Manoa, Honolulu, HI, USA."
37741761,1,"Department of Quantitative Health Sciences, John A. Burns School of Medicine, University of Hawaii at Manoa, Honolulu, HI, USA."
37741761,2,"Cancer Epidemiology Division, Population Sciences in the Pacific Program, University of Hawaii Cancer Center, University of Hawaii at Manoa, Honolulu, HI, USA."
37741761,3,"Department of Quantitative Health Sciences, John A. Burns School of Medicine, University of Hawaii at Manoa, Honolulu, HI, USA."
37741761,4,"Department of Quantitative Health Sciences, John A. Burns School of Medicine, University of Hawaii at Manoa, Honolulu, HI, USA."
37741761,5,"Cancer Epidemiology Division, Population Sciences in the Pacific Program, University of Hawaii Cancer Center, University of Hawaii at Manoa, Honolulu, HI, USA."
37741761,6,"Department of Pediatrics, John A. Burns School of Medicine, University of Hawaii at Manoa, Honolulu, HI, USA."
37741761,7,"Departments of Medicine and Surgery, John A. Burns School of Medicine, University of Hawaii at Manoa, Honolulu, HI 96813, USA."
37741761,8,"Department of Medicine, University of Chicago, Chicago, IL, 60637, USA. Electronic address: hongwei-wang@boneandcancer.org."
37741761,9,"Department of Quantitative Health Sciences, John A. Burns School of Medicine, University of Hawaii at Manoa, Honolulu, HI, USA. Electronic address: dengy@hawaii.edu."
37741761,10,nan
37596843,21,"Division of Gastroenterology, Department of Medicine, Kurume University School of Medicine, Kurume, Japan."
37596843,28,"Department of Cardiovascular Medicine and Hypertension, Kagoshima University Graduate School of Medical and Dental Sciences, Kagoshima, Japan."
37596843,29,"Department of Gastroenterology and Hepatology, Nagoya University Graduate School of Medicine, Nagoya, Japan."
37596843,30,"Department of Advanced Metabolic Hepatology, Osaka University Graduate School of Medicine, Osaka, Japan."
37596843,31,"Department of Clinical Pharmacology and Therapeutics, Graduate School of Medicine, University of the Ryukyus, Okinawa, Japan."
37596843,32,"Department of Pathology and Microbiology, Faculty of Medicine, Saga University, Saga, Japan."
37596843,33,"Division of Hepatology and Pancreatology, Department of Internal Medicine, Aichi Medical University, Nagakute, Japan."
37596843,34,"Division of Gastroenterology and Hepatology, Yokohama City University Graduate School of Medicine, Yokohama, Japan."
37596843,35,"Hepatology Center, Saiseikai Suita Hospital, Suita, Japan."
37596843,36,nan
37596839,0,"Merck & Co., Inc., Rahway, New Jersey, USA."
37596839,1,"Certara Strategic Consulting, Princeton, New Jersey, USA."
37596839,2,"Certara Strategic Consulting, Princeton, New Jersey, USA."
37596839,3,"Merck & Co., Inc., Rahway, New Jersey, USA."
37596839,4,"Merck & Co., Inc., Rahway, New Jersey, USA."
37596839,5,"Merck & Co., Inc., Rahway, New Jersey, USA."
37596839,6,"Merck & Co., Inc., Rahway, New Jersey, USA."
37596839,7,"Merck & Co., Inc., Rahway, New Jersey, USA."
37596839,8,"Merck & Co., Inc., Rahway, New Jersey, USA."
37596839,9,"Merck & Co., Inc., Rahway, New Jersey, USA."
37596839,10,"Merck & Co., Inc., Rahway, New Jersey, USA."
37596839,11,"Merck & Co., Inc., Rahway, New Jersey, USA."
37596839,12,"Merck & Co., Inc., Rahway, New Jersey, USA."
37742098,2,"School of Medicine, University of Western Australia, Perth, Western Australia, Australia."
37742098,2,"Neonatal Directorate, Perth Children's Hospital, Nedlands, Western Australia, Australia."
37742098,3,"Institute for Health Research, University of Notre Dame, Fremantle, Western Australia, Australia."
37742098,4,"Neonatal Directorate, King Edward Memorial Hospital for Women, Subiaco, Western Australia, Australia."
37742098,4,"School of Medicine, University of Western Australia, Perth, Western Australia, Australia."
37741816,0,"Department of Experimental Paediatrics, University Hospital, Otto-von-Guericke University, Magdeburg, Germany."
37741816,1,"Department of Experimental Paediatrics, University Hospital, Otto-von-Guericke University, Magdeburg, Germany."
37741816,2,"Department of Experimental Paediatrics, University Hospital, Otto-von-Guericke University, Magdeburg, Germany."
37741816,3,"Department of Paediatrics, Hospital St Marienstift, Magdeburg, Germany."
37741816,4,"Department of Anaesthesiology and Intensive Care Medicine, University Hospital, Otto-von-Guericke-University, Magdeburg, Germany."
37741816,5,"Institute of Human Genetics, University Hospital, Otto-von-Guericke University, Magdeburg, Germany."
37741816,6,"Institute of Human Genetics, University Hospital, Otto-von-Guericke University, Magdeburg, Germany."
37741816,7,"Department of Experimental Paediatrics, University Hospital, Otto-von-Guericke University, Magdeburg, Germany."
37741816,8,"Infection Immunology Group, Institute of Medical Microbiology and Hospital Hygiene, Health Campus Immunology, Infectiology and Inflammation, Otto-von-Guericke University, Magdeburg, Germany."
37741816,8,"Immune Regulation Group, Helmholtz Centre for Infection Research, Braunschweig, Germany."
37741816,9,"Genome Analytics, Helmholtz Centre for Infection Research, Braunschweig, Germany."
37741816,10,"Department of Anaesthesiology and Intensive Care Medicine, University Hospital, Otto-von-Guericke-University, Magdeburg, Germany."
37741816,11,"Department of Otorhinolaryngology, Head and Neck Surgery, University Hospital, Otto-von-Guericke University, Magdeburg, Germany."
37741816,11,"Justus-Liebig-University Gießen, University Hospital of Gießen and Marburg (UKGM), Gießen Campus, Department of Otorhinolaryngology, Head/Neck Surgery and Plastic Surgery, Gießen, Germany."
37741816,12,"Department of Experimental Paediatrics, University Hospital, Otto-von-Guericke University, Magdeburg, Germany. Monika.Brunner-Weinzierl@med.ovgu.de."
37741774,0,"Department of Maternity, Yantaishan Hospital, Yantai, Shandong, China. Electronic address: suqinzhang86@126.com."
37741774,1,"Department of Maternity, Yantaishan Hospital, Yantai, Shandong, China. Electronic address: 33906593@qq.com."
37741774,2,"Department of Maternity, Yantaishan Hospital, Yantai, Shandong, China. Electronic address: dongpingp@sohu.com."
37742096,0,"Stomatology Hospital, School of Stomatology, Zhejiang University School of Medicine, Zhejiang Provincial Clinical Research Center for Oral Diseases, Key Laboratory of Oral Biomedical Research of Zhejiang Province, Engineering Research Center of Oral Biomaterials and Devices of Zhejiang Province, Cancer Center of Zhejiang University, Hangzhou, 310016, China."
37742096,1,"Stomatology Hospital, School of Stomatology, Zhejiang University School of Medicine, Zhejiang Provincial Clinical Research Center for Oral Diseases, Key Laboratory of Oral Biomedical Research of Zhejiang Province, Engineering Research Center of Oral Biomaterials and Devices of Zhejiang Province, Cancer Center of Zhejiang University, Hangzhou, 310016, China."
37742019,6,"Department of Dermatology, Rasool Akram Medical Complex Clinical Research Development Center (RCRDC), School of Medicine, Iran University of Medical Sciences (IUMS), Tehran, Iran."
37742019,7,"Skin and Stem Cell Research Center, Tehran University of Medical Sciences, Tehran, Iran."
37742019,8,"Skin and Stem Cell Research Center, Tehran University of Medical Sciences, Tehran, Iran. M.a.nilforoushzadeh2022@gmail.com."
37742019,8,"Skin Repair Research Center, Jordan Dermatology and Hair Transplantation Center, Tehran, Iran. M.a.nilforoushzadeh2022@gmail.com."
37742019,9,"Department of Dermatology, Rasool Akram Medical Complex Clinical Research Development Center (RCRDC), School of Medicine, Iran University of Medical Sciences (IUMS), Tehran, Iran. behrangi.e@iums.ac.ir."
37742019,9,"Skin and Stem Cell Research Center, Tehran University of Medical Sciences, Tehran, Iran. behrangi.e@iums.ac.ir."
37742019,10,"Department of Dermatology, Rasool Akram Medical Complex Clinical Research Development Center (RCRDC), School of Medicine, Iran University of Medical Sciences (IUMS), Tehran, Iran."
37742019,10,"Skin and Stem Cell Research Center, Tehran University of Medical Sciences, Tehran, Iran."
37741821,6,"USC Department of Translational Genomics, Keck School of Medicine, University of Southern California, Los Angeles, CA, 90033, USA."
37741821,7,"USC Ginsburg Institute for Biomedical Therapeutics, University of Southern California, Los Angeles, CA, 90033, USA."
37741821,7,"USC Mann School of Pharmacy and Pharmaceutical Sciences, University of Southern California, Los Angeles, CA, 90089, USA."
37741821,8,"USC Ginsburg Institute for Biomedical Therapeutics, University of Southern California, Los Angeles, CA, 90033, USA."
37741821,8,"USC Institute for Technology and Medical Systems Innovation, Los Angeles, CA, 90033, USA."
37741821,9,"Department of Ophthalmology, USC Roski Eye Institute, Keck School of Medicine, University of Southern California, Los Angeles, CA, 90033, USA. humayun@usc.edu."
37741821,9,"USC Ginsburg Institute for Biomedical Therapeutics, University of Southern California, Los Angeles, CA, 90033, USA. humayun@usc.edu."
37596718,9,"Department of Nuclear Medicine, The Fourth Hospital of Harbin Medical University, 150000, Harbin, P. R. China."
37596718,9,"NHC Key Laboratory of Molecular Probe and Targeted Theranostics, Molecular Imaging Research Center (MIRC) of Harbin Medical University, 150000, Harbin, P. R. China."
